SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
NETSTREIT Corp. (NYSE:NTST),19574131,IQ647754084,195006,57062,195006,57062,52747,48308,2614196,2809828,2614196,2809828,2614196,2467934,1161630,1298407,1161630,1298407,1161630,1162003,44.435,46.209,44.435,46.209,44.435,47.084,,,,,,,28217,276671,28217,276671,28217,26176,1112150,1246695,1112150,1246695,1112150,1113072,1452566,1511421,1452566,1511421,1452566,1305931,3.579,0.444,3.579,0.444,3.579,6.804,1.778,0.205,1.778,0.205,1.778,3.314,14367,10958,14367,10958,14367,53324,,,,,,,67478,21500,67478,21500,18537,17470,26267,33229,26267,33229,26267,24094,30225,37134,30225,37134,30225,27831,67478,21500,67478,21500,18537,17470,6901,5687,6901,5687,1320,618,175577,51718,175577,51718,47046,43987,72782,-153843,72782,-153843,72782,151915,1959.80123105,20.23,21.3,15.235,32,,,0,29,,29,,29,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,154860,45803,154860,45803,42866,38613
Alset Inc. (NASDAQCM:AEI),19660648,IQ648984935,4470.875,1304.782,4470.875,,1304.782,998.828,136587.114,136587.114,136587.114,,136587.114,169106.722,6923.965,6923.965,6923.965,,6923.965,4711.668,5.069,5.069,5.069,,5.069,2.786,45278.366,45278.366,45278.366,,45278.366,44776.998,5933.131,5933.131,5933.131,,5933.131,4230.231,1882.147,1882.147,1882.147,,1882.147,2442.238,129663.149,129663.149,129663.149,,129663.149,164395.054,7.631,7.631,7.631,,7.631,10.585,7.139,7.139,7.139,,7.139,9.935,25184.99,25184.99,25184.99,,25184.99,25459.416,-299266.482,-299266.482,-299266.482,,-299266.482,-266894.027,-13760.511,-5749.15,-13760.511,,-5749.15,-2007.697,,,,,,,5038.478,5038.478,5038.478,,5038.478,5204.179,,,,,,,-47414.942,-32372.455,-47414.942,,-32372.455,1512.431,1248.96,459.811,1248.96,,459.811,242.459,39345.235,39345.235,39345.235,,39345.235,40546.767,58.343745,1.52,4.55,0.767,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-12561.862,-5491.249,-12561.862,,-5491.249,-1690.598
"NexPoint Real Estate Finance, Inc. (NYSE:NREF)",19732642,IQ650039473,157287,32632,157287,32632,29989,61339,5321197,5234645,5321197,5234645,5321197,5278074,4489326,4385353,4489326,4385353,4489326,4503098,84.367,83.776,84.367,83.776,84.367,85.317,,,,,,,581620,196103,581620,196103,581620,573995,4461832,4353864,4461832,4353864,4461832,4475883,831871,849292,831871,849292,831871,774976,8.282,24.141,8.282,24.141,8.282,8.443,8.276,24.128,8.276,24.128,8.276,8.437,31114,22643,31114,22643,31114,17921,-16519,,-16519,,-16519,-18988,,,,,,,,,,,,,4782640,4708950,4782640,4708950,4782640,4824700,,,,,,,105097,20267,105097,20267,21385,43080,155901,22633,155901,22633,29670,60967,4235374,4538094,4235374,4538094,4235374,4272266,277.50169755,14.86,16.06,12.36,,,,,,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,,,,,,
"REAC Group, Inc. (OTCEM:REAC)",19776034,IQ651713573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028267641,,0.1998,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeFi Development Corp. (NASDAQCM:DFDV),20266273,IQ669333252,11386,4488,11386,,4488,4625,307410,307410,307410,,307410,479954,208149,208149,208149,,208149,236150,67.711,67.711,67.711,,67.711,49.203,121926,121926,121926,,121926,174410,80788,80788,80788,,80788,85549,127468,127468,127468,,127468,131711,99261,99261,99261,,99261,243804,1.509,1.509,1.509,,1.509,2.039,0.119,0.119,0.119,,0.119,0.12,5920,5920,5920,,5920,8801,-91773,-91773,-91773,,-91773,61310,-34485.5,-124771.5,-34485.5,,-124771.5,74044,,,,,,,52,52,52,,52,52,,,,,,,-73788,-144468,-73788,,-144468,56026,11137,4361,11137,,4361,4537,41138,41138,41138,,41138,88861,125.3639245,4.4,53.88,2.96,29,,,-3,16,16,16,,16,,,,,,,,DBBMcKennon,DBBMcKennon,DBBMcKennon,,DBBMcKennon,,,,,,,,,-33307,-124286,-33307,,-124286,74396
"Rocket Companies, Inc. (NYSE:RKT)",21466716,IQ675705521,7071000,2822505,7071000,,2822505,1696062,60685000,60685000,60685000,,60685000,33576128,37787000,37787000,37787000,,37787000,24724665,62.267,62.267,62.267,,62.267,73.638,26994000,26994000,26994000,,26994000,21130879,3883000,3883000,3883000,,3883000,1036202,33818000,33818000,33818000,,33818000,22255521,22898000,22898000,22898000,,22898000,8851463,6.952,6.952,6.952,,6.952,20.393,0.862,0.862,0.862,,0.862,5.632,2696000,2696000,2696000,,2696000,5836104,124000,124000,124000,,124000,55199,600000,504141,600000,,504141,43777,,,,,,,5481000,5481000,5481000,,5481000,2860148,,,,,,,-68000,68022,-68000,,68022,-123854,7071000,2822505,7071000,,2822505,1696062,23111000,23111000,23111000,,23111000,20094677,39635.06925021,14.6,24.36,11.08,321,,,-3,23500,23500,23500,,23500,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,BB,2025-06-03 12:43:20,Positive,2025-06-03 12:43:20,890000,661365,890000,,661365,122117
Advanced Flower Capital Inc. (NASDAQGM:AFCG),24801985,IQ685746787,1972.895,5120.555,1972.895,,5120.555,-841.83,275594.747,275594.747,275594.747,,275594.747,288717.219,100026.76,100026.76,100026.76,,100026.76,119378.396,36.295,36.295,36.295,,36.295,41.348,275594.747,275594.747,275594.747,,275594.747,288717.219,23704.267,23704.267,23704.267,,23704.267,30320.501,97322.493,97322.493,97322.493,,97322.493,111057.895,175567.987,175567.987,175567.987,,175567.987,169338.823,11.626,11.626,11.626,,11.626,9.522,11.523,11.523,11.523,,11.523,9.445,38605.507,38605.507,38605.507,,38605.507,45120.389,-83361.91,-83361.91,-83361.91,,-83361.91,-84275.956,,,,,,,,,,,,,234545.426,234545.426,234545.426,,234545.426,241260.559,,,,,,,-20673.426,914.046,-20673.426,,914.046,-12490.506,1972.895,5120.555,1972.895,,5120.555,-841.83,251890.48,251890.48,251890.48,,251890.48,258396.718,68.93951292,2.9,5.87,2.06,19,,,0,,,,,,,,,,,,,CohnReznick LLP,CohnReznick LLP,CohnReznick LLP,,CohnReznick LLP,,,,,,,,,,,,,,
Flagship Communities Real Estate Investment Trust (TSX:MHC.UN),25464524,IQ687037067,103385,29874,103385,29874,27450,26087,1360945,1394874,1360945,1394874,1360945,1235056,672219,687200,672219,687200,672219,588702,49.394,49.266,49.394,49.266,49.394,47.666,,24222,,24222,,,134298,148791,134298,148791,134298,134479,645176,654073,645176,654073,645176,560118,688726,707674,688726,707674,688726,646354,0.143,0.163,0.143,0.163,0.143,0.146,0.085,0.101,0.085,0.101,0.085,0.082,9748,13198,9748,13198,9748,9814,388684,,388684,,388684,346312,55047,16093,55047,16093,15036,13642,902,1872,902,1872,902,829,1603,1872,1603,1872,1603,1261,55047,16093,55047,16093,15036,13642,115667,22120,115667,22120,45544,24573,68424,19259,68424,19259,18380,16957,-115058,-124569,-115058,-124569,-115058,-114839,370.365678052627,19.25070011424,20.66197709856,14.59789630656,,,,,230,,230,,230,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,55580,16250,55580,16250,15185,13772
Apartment Investment and Management Company (NYSE:AIV),25685256,IQ688391455,138486,34639,138486,,34639,35132,1675733,1675733,1675733,,1675733,2076769,1122848,1122848,1122848,,1122848,1821512,67.006,67.006,67.006,,67.006,87.709,,,,,,,373114,373114,373114,,373114,759543,870668,870668,870668,,870668,960698,552885,552885,552885,,552885,255257,1.52,1.52,1.52,,1.52,1.136,1.095,1.095,1.095,,1.095,0.55,394891,394891,394891,,394891,404379,-68693,-68693,-68693,,-68693,-371027,-45072,-29303,-45072,,-29303,-5506,13780,13780,13780,,13780,13205,117643,117643,117643,,117643,73355,-45072,-29303,-45072,,-29303,-5506,554009,300516,554009,,300516,286713,72331,19676,72331,,19676,18239,194071,194071,194071,,194071,103191,611.4488855,4.25,8.87,3.935,145,,,-1,50,50,50,,50,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,NR,2020-12-15 10:51:41,NR,2020-12-15 10:51:41,13206,-15947,13206,,-15947,6632
Park View OZ REIT Inc (OTCPK:PVOZ),25952016,IQ691146165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62245,,150,87,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance of America Companies Inc. (NYSE:FOA),26009198,IQ691583405,497439,73520,497439,,73520,80848,30733298,30733298,30733298,,30733298,30656996,30337671,30337671,30337671,,30337671,30291165,98.713,98.713,98.713,,98.713,98.807,30477306,30477306,30477306,,30477306,30391019,3769766,3769766,3769766,,3769766,1322282,11320385,11320385,11320385,,11320385,11432501,395627,395627,395627,,395627,365831,8.085,8.085,8.085,,8.085,22.984,8.01,8.01,8.01,,8.01,22.71,89503,89503,89503,,89503,109793,-653660,-653660,-653660,,-653660,-643278,,,,,,,,,,,,,30105186,30105186,30105186,,30105186,29918965,,,,,,,45235,-10382,45235,,-10382,-9515,411974,57808,411974,,57808,47153,26707540,26707540,26707540,,26707540,29068737,172.7490062,20.09,29.58,15.77,428,,,2,783,783,783,,783,,,,,,,,BDO LLP,BDO LLP,BDO LLP,,BDO LLP,,,,,,,,,,,,,,
Manulife Smart Dividend ETF (TSX:CDIV),26012422,IQ691618104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.616337895648,15.37703880832,15.51669642656,10.96679823232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belpointe PREP, LLC (NYSEAM:OZ)",26194614,IQ693489764,9187,3064,9187,,3064,2382,564196,564196,564196,,564196,570775,288981,288981,288981,,288981,286717,51.22,51.22,51.22,,51.22,50.233,,,,,,,27216,27216,27216,,27216,34129,260638,260638,260638,,260638,255188,275215,275215,275215,,275215,284058,1.054,1.054,1.054,,1.054,1.049,0.895,0.895,0.895,,0.895,0.869,24342,24342,24342,,24342,29643,,,,,,,-20652,-6544,-20652,,-6544,-4600,,,,,,,,,,,,,-20652,-6544,-20652,,-6544,-4600,-40046,-11669,-40046,,-11669,-12131,-5779,-1431,-5779,,-1431,-1414,1467,1467,1467,,1467,1684,204.00524425,50.575,68.9999,48.5,3,,,-25,,,,,,,,,,,,,CohnReznick LLP,CohnReznick LLP,CohnReznick LLP,,CohnReznick LLP,,,,,,,,,-9873,-2813,-9873,,-2813,-2328
Landa App LLC (OTCPK:LWWU.S),26559538,IQ696856259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Everlert, Inc",28010481,IQ707532320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Hills Realty Trust (NASDAQCM:SEVN),28970540,IQ715371729,29180,7736,29180,7736,7897,7055,820856,797400,820856,797400,820856,700844,492205,470418,492205,470418,492205,434363,59.962,58.994,59.962,58.994,59.962,61.977,,,,,,,427451,139895,427451,139895,427451,357029,487657,465817,487657,465817,487657,429449,328651,326982,328651,326982,328651,266481,1.886,5.598,1.886,5.598,1.886,1.924,1.883,5.589,1.883,5.589,1.883,1.917,123471,56606,123471,56606,123471,77495,25437,23495,25437,23495,25437,24861,,,,,,,,,,,,,681305,725236,681305,725236,681305,606983,,,,,,,15434,4385,15434,4385,4794,3430,26911,7156,26911,7156,7353,6493,378885,643266,378885,643266,378885,329995,186.41763525,8.33,12.86,7.9,4,,,0,,,,,,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,,,,,,
Franklin Credit Management Corporation (OTCPK:FCRM),4003312,IQ58170901,10370.788,1817.896,,,,,20503.988,17916.922,,,,,13387.471,10710.076,,,,,65.292,59.776,,,,,19054.482,16903.232,,,,,12532.688,10021.643,,,,,854.783,688.433,,,,,7116.517,7206.846,,,,,1.52,1.687,,,,,0.219,0.184,,,,,1305.58,968.146,,,,,-2787.579,-1297.25,,,,,-2878.282,-922.327,,,,,,,,,,,1434.947,871.046,,,,,,,,,,,-2908.414,2728.081,,,,,-774.721,-541.269,,,,,6521.794,6881.589,,,,,0.70150843,,0.198,0.0182,40,,,0,88,54,,,,,,,,,,,Marcum LLP,,,,,,,,,,,,,-2694.879,-908.003,,,,
LaSalle Hotel Properties,4004228,IQ383410,1104815,294598,,,,,3814941,3659451,,,,,1338480,1382464,,,,,35.085,37.778,,,,,,,,,,,435165,359964,,,,,1143616,1101935,,,,,2476461,2276987,,,,,1.136,1.063,,,,,1.028,0.87,,,,,400667,248164,,,,,,,,,,,149974,48046,,,,,35916,41732,,,,,35916,41732,,,,,149974,48046,,,,,195034,-83293,,,,,608930,164348,,,,,59292,22798,,,,,,,,,6,,,0,36,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,,,,,328348,94364,,,,
Weyerhaeuser Company (NYSE:WY),4006248,IQ107633,6905000,1727000,6905000,1727000,1541000,1717000,16613000,16401000,16613000,16401000,16613000,16668000,7187000,6962000,7187000,6962000,7187000,7230000,43.261,42.449,43.261,42.449,43.261,43.377,,,,,,,1278000,1060000,1278000,1060000,1278000,1314000,5721000,5449000,5721000,5449000,5721000,5496000,9426000,9439000,9426000,9439000,9426000,9438000,1.293,1.418,1.293,1.418,1.293,1.227,0.608,0.663,0.608,0.663,0.608,0.58,464000,299000,464000,299000,464000,401000,1428000,1431000,1428000,1431000,1428000,1506000,197000,155000,197000,155000,-176000,49000,,,,,,,313000,404000,313000,404000,313000,361000,197000,155000,197000,155000,-176000,49000,324000,156000,324000,156000,74000,80000,1025000,318000,1025000,318000,161000,204000,374000,443000,374000,443000,374000,298000,16966.13258977,23.83,27.86,21.155,3990,,,0,9517,,9517,,9517,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB,2020-12-03 18:12:11,Negative,2026-02-27 14:56:03,706000,279000,706000,279000,-47000,179000
"American Realty Investors, Inc. (NYSE:ARL)",4009156,IQ250607,50133,13154,50133,,13154,12951,1097325,1097325,1097325,,1097325,1096022,277598,277598,277598,,277598,287642,25.298,25.298,25.298,,25.298,26.244,,,,,,,56219,56219,56219,,56219,80677,214367,214367,214367,,214367,227028,819727,819727,819727,,819727,808380,4.624,4.624,4.624,,4.624,3.127,4.204,4.204,4.204,,4.204,2.794,14180,14180,14180,,14180,11962,554402,554402,554402,,554402,544620,-6310,-2887,-6310,,-2887,-1457,164495,164495,164495,,164495,158997,222182,222182,222182,,222182,213466,-6310,-2887,-6310,,-2887,-1457,15703,9782,15703,,9782,129,22248,5331,22248,,5331,5401,203756,203756,203756,,203756,171619,222.8981934,14.4,20,11.66,16,,,0,,,,,,,,,,,,,"Farmer, Fuqua & Huff, P.C.","Farmer, Fuqua & Huff, P.C.","Farmer, Fuqua & Huff, P.C.",,"Farmer, Fuqua & Huff, P.C.",,,,,,,,,6324,819,6324,,819,1492
"Horizon Group Properties, Inc. (OTCPK:HGPI)",4018594,IQ390516,14226,3911,14226,,3911,3783,125813,125813,125813,,125813,124815,22908,22908,22908,,22908,22285,18.208,18.208,18.208,,18.208,17.854,24521,24521,24521,,24521,5928,10445,10445,10445,,10445,9731,12446,12446,12446,,12446,12348,102905,102905,102905,,102905,102530,2.348,2.348,2.348,,2.348,0.609,2.172,2.172,2.172,,2.172,0.426,3979,3979,3979,,3979,3868,-30306,-30306,-30306,,-30306,-30691,7210,2422,7210,,2422,1898,578,578,578,,578,275,18708,18708,18708,,18708,275,7210,2422,7210,,2422,1898,9905,1136,9905,,1136,1957,13655,3823,13655,,3823,3645,14076,14076,14076,,14076,-3803,21.342893,,3.28,1.5,21,,,11,,,,,,,,,,,,,"Cohen & Company,","Cohen & Company,","Cohen & Company,",,"Cohen & Company,",,,,,,,,,7419,2474,7419,,2474,1950.333
"Gould Investors, L.P. (OTCPK:GDVT.Z)",4019800,IQ3198817,,,,,,,,,,,,,,,,,,,,,,,,,223557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.90126,,385,310,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillScot Holdings Corporation (NASDAQCM:WSC),4020424,IQ3735944,2281446,565971,2281446,,565971,566841,5816167,5816167,5816167,,5816167,6104669,4959913,4959913,4959913,,4959913,5044599,85.278,85.278,85.278,,85.278,82.635,525051,525051,525051,,525051,520345,611104,611104,611104,,611104,659819,3905441,3905441,3905441,,3905441,3914810,856254,856254,856254,,856254,1060070,0.859,0.859,0.859,,0.859,0.789,0.67,0.67,0.67,,0.67,0.636,14587,14587,14587,,14587,14757,-799954,-799954,-799954,,-799954,-612638,504829,156821,504829,,156821,120034,,,,,,,394708,394708,394708,,394708,403679,,,,,,,-52990,-187316,-52990,,-187316,43332,1204586,326532,1204586,,326532,281618,-86053,-86053,-86053,,-86053,-139474,3960.16357652,22.66,31.88,14.91,1778,,,-1,4700,4700,4700,,4700,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,BB,2023-07-05 15:39:37,Stable,2024-09-20 15:17:07,600880,181120,600880,,181120,144458
"CBRE Group, Inc. (NYSE:CBRE)",4025774,IQ4204816,40550000,10527000,40550000,10527000,11629000,10258000,30877000,30170000,30877000,30170000,30877000,28566000,21251000,20863000,21251000,20863000,21251000,19273000,68.825,69.151,68.825,69.151,68.825,67.468,,,,,,,12320000,11753000,12320000,11753000,12320000,11152000,10227000,10581000,10227000,10581000,10227000,9676000,9626000,9307000,9626000,9307000,9626000,9293000,1.095,1.083,1.095,1.083,1.095,1.127,0.875,0.913,0.875,0.913,0.875,0.883,1864000,1664000,1864000,1664000,1864000,1669000,9916000,9678000,9916000,9678000,9916000,9768000,1294000,279000,1294000,279000,14000,505000,,,,,,,8921000,9071000,8921000,9071000,8921000,8177000,,,,,,,1157000,318000,1157000,318000,416000,363000,7566000,1852000,7566000,1852000,2156000,1954000,1169000,981000,1169000,981000,1169000,1421000,41008.96188895,140.93,174.27,118.805,55839,,,0,155000,,155000,,155000,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB+,2021-05-06 12:49:48,Stable,2023-08-03 16:45:38,2222000,512000,2222000,512000,250000,735000
"Host Hotels & Resorts, Inc. (NASDAQGS:HST)",4041118,IQ29574,6132000,1605000,6132000,,1605000,1333000,13049000,13049000,13049000,,13049000,13040000,6317000,6317000,6317000,,6317000,6227000,48.41,48.41,48.41,,48.41,47.753,,,,,,,397000,397000,397000,,397000,660000,5640000,5640000,5640000,,5640000,5643000,6732000,6732000,6732000,,6732000,6813000,2.123,2.123,2.123,,2.123,1.021,2.033,2.033,2.033,,2.033,0.97,768000,768000,768000,,768000,539000,-670000,-670000,-670000,,-670000,-563000,849000,194000,849000,,194000,98000,,,,,,,39000,39000,39000,,39000,101000,849000,194000,849000,,194000,98000,765000,135000,765000,,135000,161000,1768000,443000,1768000,,443000,321000,446000,446000,446000,,446000,14000,14337.77261714,21,21.545,14.37,185,,,-1,162,162,162,,162,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB-,2023-05-04 11:13:05,Stable,2023-05-04 11:13:05,1644000,402000,1644000,,402000,294000
